time,vwap,ema9,ema21,ema50,ema200,atr,adx,rsi,volume,vix,regime,setup,signal,score
2025-06-20 07:43:00,0.0,25037.85,25030.35,25037.85,25030.35,7.8,20.0,66.37,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 07:44:00,0.0,25037.93,25031.07,25037.93,25031.07,7.75,20.0,68.0,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 07:45:00,0.0,25038.77,25032.07,25038.77,25032.07,7.83,20.0,69.83,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 07:46:00,0.0,25040.11,25033.29,25040.11,25033.29,7.59,20.0,69.53,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 07:47:00,0.0,25041.23,25034.42,25041.23,25034.42,7.32,20.0,72.25,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 07:48:00,0.0,25044.75,25036.64,25044.75,25036.64,7.95,20.0,77.4,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 07:49:00,0.0,25050.62,25040.05,25050.62,25040.05,8.54,20.0,89.97,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 07:50:00,0.0,25053.14,25042.15,25053.14,25042.15,8.85,20.0,75.1,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 07:51:00,0.0,25055.21,25044.09,25055.21,25044.09,8.16,20.0,71.28,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 07:52:00,0.0,25057.05,25045.94,25057.05,25045.94,8.18,20.0,71.09,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 07:53:00,0.0,25059.54,25048.08,25059.54,25048.08,8.16,20.0,71.49,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 07:54:00,0.0,25058.64,25048.71,25058.64,25048.71,8.91,20.0,58.46,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 07:55:00,0.0,25059.85,25050.17,25059.85,25050.17,9.42,20.0,61.96,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 07:56:00,0.0,25061.05,25051.59,25061.05,25051.59,9.46,20.0,62.66,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 07:57:00,0.0,25061.53,25052.67,25061.53,25052.67,9.17,20.0,65.13,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 07:58:00,0.0,25062.97,25054.13,25062.97,25054.13,9.22,20.0,67.71,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 07:59:00,0.0,25063.81,25055.32,25063.81,25055.32,9.05,20.0,65.01,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 08:00:00,0.0,25065.09,25056.67,25065.09,25056.67,8.97,20.0,64.84,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 08:01:00,0.0,25066.1,25057.9,25066.1,25057.9,8.95,20.0,64.72,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 08:02:00,0.0,25066.4,25058.78,25066.4,25058.78,8.43,20.0,56.04,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 08:03:00,0.0,25065.64,25059.12,25065.64,25059.12,7.71,20.0,40.76,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:04:00,0.0,25064.69,25059.29,25064.69,25059.29,6.87,20.0,47.83,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:05:00,0.0,25063.99,25059.46,25063.99,25059.46,7.07,20.0,47.83,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 08:06:00,0.0,25062.27,25059.09,25062.27,25059.09,7.23,20.0,42.19,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:07:00,0.0,25060.9,25058.76,25060.9,25058.76,7.2,20.0,36.73,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:08:00,0.0,25059.56,25058.34,25059.56,25058.34,6.36,20.0,48.93,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:09:00,0.0,25057.7,25057.61,25057.7,25057.61,6.16,20.0,28.78,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:10:00,0.0,25055.08,25056.42,25055.08,25056.42,6.59,20.0,22.44,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:11:00,0.0,25051.88,25054.85,25051.88,25054.85,6.71,20.0,20.77,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:12:00,0.0,25050.29,25053.85,25050.29,25053.85,7.19,20.0,19.9,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 08:13:00,0.0,25050.6,25053.67,25050.6,25053.67,7.44,20.0,33.89,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 08:14:00,0.0,25049.99,25053.11,25049.99,25053.11,7.59,20.0,26.86,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:15:00,0.0,25050.09,25052.88,25050.09,25052.88,7.64,20.0,31.05,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 08:16:00,0.0,25049.98,25052.57,25049.98,25052.57,7.71,20.0,32.04,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:17:00,0.0,25049.88,25052.29,25049.88,25052.29,7.61,20.0,35.5,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 08:18:00,0.0,25050.14,25052.19,25050.14,25052.19,7.7,20.0,39.32,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 08:19:00,0.0,25050.25,25052.06,25050.25,25052.06,7.48,20.0,38.49,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 08:20:00,0.0,25049.48,25051.54,25049.48,25051.54,7.47,20.0,39.84,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:21:00,0.0,25048.9,25051.09,25048.9,25051.09,7.22,20.0,39.91,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:22:00,0.0,25049.44,25051.13,25049.44,25051.13,7.31,20.0,47.29,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 08:23:00,0.0,25050.55,25051.49,25050.55,25051.49,7.09,20.0,55.02,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 08:24:00,0.0,25052.08,25052.1,25052.08,25052.1,6.7,20.0,65.14,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 08:25:00,0.0,25053.64,25052.81,25053.64,25052.81,6.61,20.0,75.3,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 08:26:00,0.0,25053.96,25053.03,25053.96,25053.03,6.2,20.0,63.86,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 08:27:00,0.0,25051.89,25052.17,25051.89,25052.17,6.47,20.0,40.76,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:28:00,0.0,25049.02,25050.84,25049.02,25050.84,6.52,20.0,39.22,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:29:00,0.0,25046.97,25049.74,25046.97,25049.74,6.4,20.0,36.84,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 08:30:00,0.0,25045.71,25048.92,25045.71,25048.92,6.23,20.0,40.24,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 08:31:00,0.0,25045.16,25048.38,25045.16,25048.38,6.5,20.0,43.26,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 08:32:00,0.0,25044.78,25047.91,25044.78,25047.91,6.43,20.0,41.42,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 08:33:00,0.0,25043.98,25047.27,25043.98,25047.27,6.39,20.0,39.75,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:34:00,0.0,25043.08,25046.55,25043.08,25046.55,6.2,20.0,42.34,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:35:00,0.0,25044.0,25046.66,25044.0,25046.66,6.61,20.0,51.08,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 08:36:00,0.0,25044.62,25046.7,25044.62,25046.7,6.5,20.0,45.41,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 08:37:00,0.0,25045.87,25047.08,25045.87,25047.08,6.39,20.0,45.8,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 08:38:00,0.0,25046.78,25047.38,25046.78,25047.38,6.25,20.0,41.68,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 08:39:00,0.0,25046.97,25047.41,25046.97,25047.41,6.37,20.0,37.18,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 08:40:00,0.0,25045.88,25046.88,25045.88,25046.88,6.38,20.0,36.05,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:41:00,0.0,25045.56,25046.64,25045.56,25046.64,6.02,20.0,50.81,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 08:42:00,0.0,25045.65,25046.58,25045.65,25046.58,5.82,20.0,61.79,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 08:43:00,0.0,25046.92,25047.07,25046.92,25047.07,6.1,20.0,66.3,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 08:44:00,0.0,25047.46,25047.31,25047.46,25047.31,6.05,20.0,60.95,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 08:45:00,0.0,25048.11,25047.62,25048.11,25047.62,5.68,20.0,59.67,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 08:46:00,0.0,25049.32,25048.21,25049.32,25048.21,5.64,20.0,62.67,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 08:47:00,0.0,25050.52,25048.86,25050.52,25048.86,5.68,20.0,67.43,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 08:48:00,0.0,25052.4,25049.86,25052.4,25049.86,5.84,20.0,72.75,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 08:49:00,0.0,25051.68,25049.77,25051.68,25049.77,6.05,20.0,51.15,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 08:50:00,0.0,25050.54,25049.42,25050.54,25049.42,5.94,20.0,48.9,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:51:00,0.0,25048.46,25048.58,25048.46,25048.58,6.11,20.0,39.69,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:52:00,0.0,25048.2,25048.45,25048.2,25048.45,6.5,20.0,47.24,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 08:53:00,0.0,25049.26,25048.91,25049.26,25048.91,6.67,20.0,54.65,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 08:54:00,0.0,25050.73,25049.61,25050.73,25049.61,6.56,20.0,62.68,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 08:55:00,0.0,25051.12,25049.89,25051.12,25049.89,6.48,20.0,56.98,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 08:56:00,0.0,25051.25,25050.06,25051.25,25050.06,6.44,20.0,54.81,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 08:57:00,0.0,25050.18,25049.68,25050.18,25049.68,6.5,20.0,44.88,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:58:00,0.0,25048.41,25048.92,25048.41,25048.92,6.58,20.0,43.28,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 08:59:00,0.0,25046.03,25047.79,25046.03,25047.79,6.73,20.0,39.18,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 09:00:00,0.0,25044.59,25046.98,25044.59,25046.98,6.84,20.0,38.14,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 09:01:00,0.0,25043.26,25046.16,25043.26,25046.16,6.88,20.0,36.42,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 09:02:00,0.0,25043.18,25045.86,25043.18,25045.86,6.81,20.0,36.86,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 09:03:00,0.0,25043.06,25045.56,25043.06,25045.56,6.28,20.0,44.21,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 09:04:00,0.0,25041.01,25044.4,25041.01,25044.4,6.86,20.0,39.16,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 09:05:00,0.0,25040.5,25043.86,25040.5,25043.86,6.95,20.0,48.68,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 09:06:00,0.0,25040.1,25043.38,25040.1,25043.38,6.69,20.0,41.88,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 09:07:00,0.0,25040.98,25043.48,25040.98,25043.48,6.55,20.0,41.56,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 09:08:00,0.0,25042.03,25043.72,25042.03,25043.72,6.61,20.0,39.98,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 09:09:00,0.0,25043.38,25044.19,25043.38,25044.19,6.66,20.0,46.15,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 09:10:00,0.0,25044.59,25044.66,25044.59,25044.66,6.66,20.0,47.71,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 09:11:00,0.0,25045.51,25045.07,25045.51,25045.07,6.37,20.0,53.63,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 09:12:00,0.0,25045.25,25045.0,25045.25,25045.0,6.42,20.0,53.22,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 09:13:00,0.0,25045.67,25045.21,25045.67,25045.21,6.32,20.0,62.51,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 09:14:00,0.0,25045.75,25045.29,25045.75,25045.29,6.24,20.0,58.51,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 09:15:00,0.0,25045.98,25045.43,25045.98,25045.43,6.33,20.0,60.66,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 09:16:00,0.0,25044.77,25044.94,25044.77,25044.94,6.41,20.0,46.66,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 09:17:00,0.0,25044.13,25044.63,25044.13,25044.63,6.48,20.0,48.9,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 09:18:00,0.0,25044.96,25044.96,25044.96,25044.96,6.24,20.0,68.28,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 09:19:00,0.0,25045.57,25045.24,25045.57,25045.24,6.06,20.0,62.84,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 09:20:00,0.0,25044.5,25044.78,25044.5,25044.78,6.27,20.0,51.9,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 09:21:00,0.0,25042.91,25044.03,25042.91,25044.03,6.1,20.0,40.64,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 09:22:00,0.0,25042.12,25043.57,25042.12,25043.57,5.99,20.0,41.6,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 09:23:00,0.0,25041.32,25043.08,25041.32,25043.08,5.85,20.0,37.12,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 09:24:00,0.0,25040.76,25042.66,25040.76,25042.66,5.92,20.0,36.66,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 09:25:00,0.0,25039.61,25041.96,25039.61,25041.96,6.12,20.0,34.01,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 09:26:00,0.0,25038.85,25041.4,25038.85,25041.4,5.9,20.0,39.48,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-20 09:27:00,0.0,25039.35,25041.4,25039.35,25041.4,6.21,20.0,42.96,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 09:28:00,0.0,25039.82,25041.43,25039.82,25041.43,6.29,20.0,44.78,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 09:29:00,0.0,25041.06,25041.85,25041.06,25041.85,6.57,20.0,49.06,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 09:30:00,0.0,25045.48,25043.78,25045.48,25043.78,7.97,20.0,70.98,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 09:31:00,0.0,25051.93,25046.87,25051.93,25046.87,8.71,20.0,76.5,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 09:32:00,0.0,25058.79,25050.45,25058.79,25050.45,9.08,20.0,77.07,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 09:33:00,0.0,25065.91,25054.44,25065.91,25054.44,9.59,20.0,79.78,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 09:34:00,0.0,25073.11,25058.76,25073.11,25058.76,9.89,20.0,89.76,0.0,15.0,Checklist,Checklist Setup,HOLD,6
2025-06-20 09:35:00,0.0,25080.6,25063.47,25080.6,25063.47,10.45,20.0,94.79,0.0,15.0,Checklist,Checklist Setup,HOLD,6
2025-06-20 09:36:00,0.0,25087.84,25068.31,25087.84,25068.31,10.9,20.0,95.03,0.0,15.0,Checklist,Checklist Setup,HOLD,6
2025-06-20 09:37:00,0.0,25092.61,25072.26,25092.61,25072.26,11.6,20.0,90.52,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 09:38:00,0.0,25096.87,25076.04,25096.87,25076.04,11.96,20.0,90.71,0.0,15.0,Checklist,Checklist Setup,HOLD,6
2025-06-20 09:39:00,0.0,25101.43,25080.01,25101.43,25080.01,12.24,20.0,94.63,0.0,15.0,Checklist,Checklist Setup,HOLD,6
2025-06-20 09:40:00,0.0,25106.42,25084.22,25106.42,25084.22,12.75,20.0,94.94,0.0,15.0,Checklist,Checklist Setup,HOLD,6
2025-06-20 09:41:00,0.0,25111.32,25088.47,25111.32,25088.47,12.69,20.0,94.89,0.0,15.0,Checklist,Checklist Setup,HOLD,6
2025-06-20 09:42:00,0.0,25114.97,25092.21,25114.97,25092.21,12.59,20.0,93.55,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 09:43:00,0.0,25116.83,25095.12,25116.83,25095.12,12.36,20.0,88.41,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 09:44:00,0.0,25116.78,25097.07,25116.78,25097.07,11.3,20.0,78.94,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 09:45:00,0.0,25116.61,25098.79,25116.61,25098.79,10.46,20.0,74.36,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 09:46:00,0.0,25116.5,25100.36,25116.5,25100.36,9.93,20.0,71.31,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 09:47:00,0.0,25115.37,25101.31,25115.37,25101.31,9.51,20.0,62.27,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 09:48:00,0.0,25116.79,25103.23,25116.79,25103.23,9.61,20.0,64.44,0.0,15.0,Checklist,Checklist Setup,HOLD,6
2025-06-20 09:49:00,0.0,25118.7,25105.34,25118.7,25105.34,9.28,20.0,61.9,0.0,15.0,Checklist,Checklist Setup,HOLD,6
2025-06-20 09:50:00,0.0,25121.66,25107.9,25121.66,25107.9,9.31,20.0,62.41,0.0,15.0,Checklist,Checklist Setup,HOLD,6
2025-06-20 09:51:00,0.0,25123.48,25109.97,25123.48,25109.97,8.84,20.0,64.67,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 09:52:00,0.0,25124.75,25111.78,25124.75,25111.78,8.42,20.0,62.53,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 09:53:00,0.0,25125.32,25113.22,25125.32,25113.22,8.07,20.0,56.57,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-20 09:54:00,0.0,25124.49,25113.94,25124.49,25113.94,7.78,20.0,45.66,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 09:55:00,0.0,25123.87,25114.62,25123.87,25114.62,7.8,20.0,41.4,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 09:56:00,0.0,25121.36,25114.32,25121.36,25114.32,8.28,20.0,35.8,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 09:57:00,0.0,25123.3,25115.84,25123.3,25115.84,9.62,20.0,54.35,0.0,15.0,Checklist,Checklist Setup,HOLD,5
2025-06-20 09:58:00,0.0,25118.39,25114.29,25118.39,25114.29,11.2,20.0,41.37,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-20 09:59:00,0.0,25110.67,25111.15,25110.67,25111.15,13.47,20.0,35.14,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 03:45:00,0.0,25082.2,25098.17,25082.2,25098.17,23.62,20.0,18.32,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-23 03:46:00,0.0,25058.44,25085.92,25058.44,25085.92,24.18,20.0,18.34,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 03:47:00,0.0,25033.9,25072.26,25033.9,25072.26,25.24,20.0,12.49,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 03:48:00,0.0,25013.5,25059.5,25013.5,25059.5,25.46,20.0,10.93,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 03:49:00,0.0,24996.8,25047.73,24996.8,25047.73,25.17,20.0,8.23,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 03:50:00,0.0,24982.93,25036.8,24982.93,25036.8,26.05,20.0,8.24,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 03:51:00,0.0,24974.95,25028.27,24974.95,25028.27,26.93,20.0,13.8,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-23 03:52:00,0.0,24966.92,25019.77,24966.92,25019.77,27.21,20.0,13.48,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 03:53:00,0.0,24959.64,25011.66,24959.64,25011.66,27.62,20.0,13.6,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 03:54:00,0.0,24953.21,25004.01,24953.21,25004.01,27.96,20.0,13.36,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 03:55:00,0.0,24944.07,24995.24,24944.07,24995.24,28.62,20.0,12.88,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 03:56:00,0.0,24934.53,24986.25,24934.53,24986.25,27.86,20.0,5.85,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 03:57:00,0.0,24927.37,24978.29,24927.37,24978.29,26.1,20.0,7.61,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-23 03:58:00,0.0,24922.38,24971.39,24922.38,24971.39,24.79,20.0,9.79,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-23 03:59:00,0.0,24919.55,24965.65,24919.55,24965.65,14.97,20.0,23.87,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-23 04:00:00,0.0,24917.8,24960.67,24917.8,24960.67,14.79,20.0,26.64,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-23 04:01:00,0.0,24915.11,24955.55,24915.11,24955.55,13.48,20.0,32.82,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 04:02:00,0.0,24910.1,24949.59,24910.1,24949.59,14.2,20.0,29.46,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 04:03:00,0.0,24903.21,24942.87,24903.21,24942.87,14.76,20.0,26.24,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 04:04:00,0.0,24895.17,24935.61,24895.17,24935.61,14.55,20.0,24.11,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 04:05:00,0.0,24891.09,24930.08,24891.09,24930.08,14.32,20.0,21.75,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-23 04:06:00,0.0,24888.85,24925.51,24888.85,24925.51,14.26,20.0,26.63,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-23 04:07:00,0.0,24888.05,24921.82,24888.05,24921.82,14.07,20.0,30.68,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-23 04:08:00,0.0,24887.86,24918.66,24887.86,24918.66,13.57,20.0,32.81,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-23 04:09:00,0.0,24889.41,24916.57,24889.41,24916.57,12.71,20.0,44.39,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-23 04:10:00,0.0,24889.45,24914.12,24889.45,24914.12,12.46,20.0,46.68,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-23 04:11:00,0.0,24889.36,24911.83,24889.36,24911.83,12.11,20.0,45.08,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 04:12:00,0.0,24885.17,24907.89,24885.17,24907.89,12.42,20.0,35.34,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 04:13:00,0.0,24883.56,24905.09,24883.56,24905.09,12.43,20.0,36.9,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-23 04:14:00,0.0,24881.11,24902.02,24881.11,24902.02,12.14,20.0,33.82,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 04:15:00,0.0,24876.63,24898.08,24876.63,24898.08,12.67,20.0,32.22,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 04:16:00,0.0,24872.78,24894.38,24872.78,24894.38,11.51,20.0,35.82,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 04:17:00,0.0,24866.25,24889.45,24866.25,24889.45,11.73,20.0,34.97,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 04:18:00,0.0,24864.34,24886.47,24864.34,24886.47,12.18,20.0,47.42,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-23 04:19:00,0.0,24862.88,24883.8,24862.88,24883.8,11.7,20.0,41.97,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 04:20:00,0.0,24865.13,24882.92,24865.13,24882.92,12.42,20.0,47.65,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-23 04:21:00,0.0,24865.78,24881.6,24865.78,24881.6,12.36,20.0,43.33,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-23 04:22:00,0.0,24866.21,24880.35,24866.21,24880.35,12.39,20.0,42.1,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-23 04:23:00,0.0,24867.17,24879.51,24867.17,24879.51,12.54,20.0,39.43,0.0,15.0,Checklist,Checklist Setup,HOLD,4
2025-06-23 04:24:00,0.0,24867.21,24878.4,24867.21,24878.4,12.52,20.0,40.21,0.0,15.0,Checklist,Checklist Setup,HOLD,3
2025-06-23 04:25:00,0.0,24866.15,24876.9,24866.15,24876.9,12.92,20.0,38.58,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 04:26:00,0.0,24864.44,24875.15,24864.44,24875.15,11.8,20.0,44.73,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 04:27:00,0.0,24863.04,24873.54,24863.04,24873.54,11.38,20.0,39.53,0.0,15.0,Checklist,Checklist Setup,HOLD,2
2025-06-23 04:28:00,0.0,24861.3,24871.79,24861.3,24871.79,11.09,20.0,40.7,0.0,15.0,Checklist,Checklist Setup,HOLD,2
